PAHY_Scaf_074 0 PAHY_Scaf_074 11 2
PAHY_Scaf_074 0 PAHY_Scaf_074 12 1
PAHY_Scaf_074 0 PAHY_Scaf_074 1 5
PAHY_Scaf_074 0 PAHY_Scaf_074 2 8
PAHY_Scaf_074 0 PAHY_Scaf_074 3 6
PAHY_Scaf_074 0 PAHY_Scaf_074 4 5
PAHY_Scaf_074 0 PAHY_Scaf_074 5 8
PAHY_Scaf_074 0 PAHY_Scaf_074 6 3
PAHY_Scaf_074 0 PAHY_Scaf_074 8 2
PAHY_Scaf_074 0 PAHY_Scaf_074 9 1
PAHY_Scaf_074 100 PAHY_Scaf_074 101 204
PAHY_Scaf_074 100 PAHY_Scaf_074 102 155
PAHY_Scaf_074 100 PAHY_Scaf_074 103 179
PAHY_Scaf_074 100 PAHY_Scaf_074 104 108
PAHY_Scaf_074 100 PAHY_Scaf_074 105 120
PAHY_Scaf_074 100 PAHY_Scaf_074 106 101
PAHY_Scaf_074 100 PAHY_Scaf_074 107 55
PAHY_Scaf_074 100 PAHY_Scaf_074 108 50
PAHY_Scaf_074 100 PAHY_Scaf_074 109 53
PAHY_Scaf_074 100 PAHY_Scaf_074 110 49
PAHY_Scaf_074 100 PAHY_Scaf_074 111 34
PAHY_Scaf_074 100 PAHY_Scaf_074 112 28
PAHY_Scaf_074 100 PAHY_Scaf_074 113 25
PAHY_Scaf_074 100 PAHY_Scaf_074 114 23
PAHY_Scaf_074 100 PAHY_Scaf_074 115 17
PAHY_Scaf_074 100 PAHY_Scaf_074 116 14
PAHY_Scaf_074 100 PAHY_Scaf_074 117 13
PAHY_Scaf_074 100 PAHY_Scaf_074 118 11
PAHY_Scaf_074 100 PAHY_Scaf_074 119 10
PAHY_Scaf_074 100 PAHY_Scaf_074 120 6
PAHY_Scaf_074 100 PAHY_Scaf_074 121 8
PAHY_Scaf_074 100 PAHY_Scaf_074 122 10
PAHY_Scaf_074 100 PAHY_Scaf_074 123 10
PAHY_Scaf_074 100 PAHY_Scaf_074 124 12
PAHY_Scaf_074 100 PAHY_Scaf_074 125 7
PAHY_Scaf_074 100 PAHY_Scaf_074 126 5
PAHY_Scaf_074 100 PAHY_Scaf_074 127 9
PAHY_Scaf_074 100 PAHY_Scaf_074 128 5
PAHY_Scaf_074 100 PAHY_Scaf_074 129 5
PAHY_Scaf_074 100 PAHY_Scaf_074 130 4
PAHY_Scaf_074 100 PAHY_Scaf_074 131 7
PAHY_Scaf_074 100 PAHY_Scaf_074 132 3
PAHY_Scaf_074 100 PAHY_Scaf_074 133 3
PAHY_Scaf_074 100 PAHY_Scaf_074 134 2
PAHY_Scaf_074 100 PAHY_Scaf_074 136 1
PAHY_Scaf_074 100 PAHY_Scaf_074 138 1
PAHY_Scaf_074 100 PAHY_Scaf_074 140 1
PAHY_Scaf_074 100 PAHY_Scaf_074 141 1
PAHY_Scaf_074 100 PAHY_Scaf_074 142 1
PAHY_Scaf_074 100 PAHY_Scaf_074 144 1
PAHY_Scaf_074 100 PAHY_Scaf_074 145 1
PAHY_Scaf_074 100 PAHY_Scaf_074 162 1
PAHY_Scaf_074 100 PAHY_Scaf_074 163 1
PAHY_Scaf_074 100 PAHY_Scaf_074 166 1
PAHY_Scaf_074 100 PAHY_Scaf_074 169 1
PAHY_Scaf_074 101 PAHY_Scaf_074 102 206
PAHY_Scaf_074 101 PAHY_Scaf_074 103 257
PAHY_Scaf_074 101 PAHY_Scaf_074 104 171
PAHY_Scaf_074 101 PAHY_Scaf_074 105 167
PAHY_Scaf_074 101 PAHY_Scaf_074 106 149
PAHY_Scaf_074 101 PAHY_Scaf_074 107 90
PAHY_Scaf_074 101 PAHY_Scaf_074 108 65
PAHY_Scaf_074 101 PAHY_Scaf_074 109 83
PAHY_Scaf_074 101 PAHY_Scaf_074 110 68
PAHY_Scaf_074 101 PAHY_Scaf_074 111 53
PAHY_Scaf_074 101 PAHY_Scaf_074 112 56
PAHY_Scaf_074 101 PAHY_Scaf_074 113 33
PAHY_Scaf_074 101 PAHY_Scaf_074 114 31
PAHY_Scaf_074 101 PAHY_Scaf_074 115 27
PAHY_Scaf_074 101 PAHY_Scaf_074 116 20
PAHY_Scaf_074 101 PAHY_Scaf_074 117 18
